tradeday,closeprice,openprice,highprice,lowprice,tradevol,chgpcnt
2015/3/10,1160.1,1166.4,1168.4,1156.5,0.09K,-0.54%
2015/3/9,1166.4,1169.4,1174.2,1166.3,0.05K,0.20%
2015/3/6,1164.1,1195,1195.7,1163.7,0.17K,-2.66%
2015/3/5,1195.9,1201.7,1205.4,1196,0.03K,-0.39%
2015/3/4,1200.6,1204.8,1206.9,1198,0.03K,-0.28%
2015/3/3,1204,1201.5,1212,1195,0.05K,-0.31%
2015/3/2,1207.7,1214.3,1222.7,1204.9,0.12K,-0.40%
2015/2/27,1212.6,1207.7,1217.8,1204.5,0.20K,0.25%
2015/2/26,1209.6,1204.8,1219,1204.8,0.56K,0.72%
2015/2/25,1201,1204.3,1204.6,1203,0.02K,0.34%
2015/2/24,1196.9,1203.4,1203.5,1193.8,0.15K,-0.28%
2015/2/23,1200.3,1201.3,1203.3,1191.6,0.27K,-0.34%
2015/2/20,1204.4,1206.5,1213.1,1199.1,0.05K,-0.22%
2015/2/19,1207.1,1216.5,1220,1205,0.07K,0.62%
2015/2/18,1199.7,1207.1,1210.2,1197.8,0.15K,-0.70%
2015/2/17,1208.1,1227.7,1234,1203,0.20K,-1.92%
2015/2/16,1231.7,1228.7,1236.4,1228.5,-,0.24%
2015/2/15,1228.8,1228.2,1229.3,1227.8,-,0.19%
2015/2/13,1226.5,1222.2,1232.8,1222.2,0.07K,0.52%
2015/2/12,1220.1,1217.9,1229.8,1217.9,0.10K,0.09%
2015/2/11,1219,1233.3,1237.4,1219.7,0.10K,-1.02%
2015/2/10,1231.6,1237.5,1245,1231.2,0.23K,-0.74%
2015/2/9,1240.8,1237.5,1242.3,1235.4,0.32K,0.56%
2015/2/6,1233.9,1265,1267.6,1228,0.43K,-2.23%
2015/2/5,1262,1271.8,1272.6,1257.8,0.13K,-0.14%
2015/2/4,1263.8,1262,1271.6,1256.8,0.67K,0.33%
2015/2/3,1259.7,1273.5,1284.7,1255.3,2.38K,-1.29%
2015/2/2,1276.2,1284.1,1284.1,1266,1.65K,-0.18%
2015/1/30,1278.5,1258,1284.3,1257,8.63K,1.90%
2015/1/29,1254.6,1283.3,1285.4,1251,67.98K,-2.43%
2015/1/28,1285.9,1285.9,1286.8,1285.9,0.03K,-0.45%
2015/1/27,1291.7,1277.2,1288.8,1277.2,0.02K,0.96%
2015/1/26,1279.4,1289.5,1290.6,1279.4,0.03K,-1.02%
2015/1/23,1292.6,1299.8,1299.8,1298.6,0.02K,-0.62%
2015/1/22,1300.7,1293.2,1302.1,1283.5,0.13K,0.54%
2015/1/21,1293.7,1295.2,1303.5,1286.7,0.08K,-0.04%
2015/1/20,1294.2,1278.9,1297.3,1273.8,0.16K,1.43%
2015/1/19,1275.9,1279.4,1279.5,1272.5,-,-0.24%
2015/1/18,1279,1281,1281.9,1275.7,-,0.16%
2015/1/16,1276.9,1256.1,1279.7,1256.1,0.04K,0.96%
2015/1/15,1264.7,1231.5,1265,1227.3,0.13K,2.45%
2015/1/14,1234.4,1229.6,1243.8,1225.6,0.02K,0.01%
2015/1/13,1234.3,1239.2,1239.3,1230.3,0.02K,0.13%
2015/1/12,1232.7,1224.2,1234.4,1219.1,0.10K,1.37%
2015/1/9,1216,1211.1,1220.2,1210.3,0.04K,0.63%
2015/1/8,1208.4,1207,1215.7,1206.3,0.09K,-0.18%
2015/1/7,1210.6,1219.2,1219.2,1211.8,0.03K,-0.71%
2015/1/6,1219.3,1203.5,1220,1203.5,0.10K,1.28%
2015/1/5,1203.9,1180.3,1206.9,1180.1,0.47K,1.51%
2015/1/2,1186,1184,1194.5,1169.5,0.14K,-0.07%
2015/1/1,1186.8,1184.1,1187.5,1184.1,-,0.24%
2014/12/31,1183.9,1199.2,1199.2,1182.7,0.09K,-1.36%
2014/12/30,1200.2,1181.4,1210.3,1181.4,0.19K,1.57%
2014/12/29,1181.7,1186.5,1186.5,1181.3,0.06K,-1.14%
2014/12/26,1195.3,1177.2,1194.4,1177.2,0.12K,1.55%
2014/12/25,1177,1175,1178.9,1175,-,0.30%
2014/12/24,1173.5,1177,1179.3,1173.7,0.02K,-0.37%
2014/12/23,1177.9,1179.3,1180.3,1175,0.23K,-0.15%
2014/12/22,1179.7,1198,1198,1172.7,0.22K,-1.35%
2014/12/19,1195.9,1198,1200.8,1196.5,0.10K,0.10%
2014/12/18,1194.7,1189.7,1207.3,1189.7,0.20K,0.03%
2014/12/17,1194.3,1198.2,1199.6,1184,0.09K,0.03%
2014/12/16,1193.9,1197.2,1222,1192.7,0.22K,-1.10%
2014/12/15,1207.2,1223.1,1223.1,1198,0.08K,-1.21%
2014/12/12,1222,1227.8,1227.8,1216.2,0.20K,-0.25%
2014/12/11,1225.1,1226.6,1232,1216.2,0.26K,-0.31%
2014/12/10,1228.9,1231.2,1234.6,1226.6,0.31K,-0.21%
2014/12/9,1231.5,1202,1238,1202,0.31K,3.08%
2014/12/8,1194.7,1190.6,1207,1187.2,0.18K,0.39%
2014/12/5,1190.1,1203.1,1206,1186.7,0.56K,-1.44%
2014/12/4,1207.5,1208.2,1213,1201.6,0.36K,-0.08%
2014/12/3,1208.5,1198.1,1213.7,1196.1,0.44K,0.78%
2014/12/2,1199.2,1212.3,1212.3,1191.3,1.24K,-1.54%
2014/12/1,1218,1160,1220.4,1141.7,5.52K,3.64%
2014/11/28,1175.2,1197,1198.3,1163.8,11.18K,-1.14%
2014/11/27,1188.8,1197.3,1199.3,1185.4,-,-0.65%
2014/11/26,1196.6,1200.5,1201,1193.7,75.30K,-0.04%
2014/11/25,1197.1,1197.1,1197.1,1197.1,0.00K,0.13%
2014/11/24,1195.5,1197.7,1197.9,1196.5,0.02K,-0.17%
2014/11/21,1197.5,1191,1202.4,1189,0.02K,0.57%
2014/11/20,1190.7,1191.8,1191.9,1190.7,0.00K,-0.24%
2014/11/19,1193.6,1196.5,1198.3,1190,0.02K,-0.26%
2014/11/18,1196.7,1197.1,1197.1,1193.9,0.00K,1.16%
2014/11/17,1183,1183.1,1186.9,1180.6,0.02K,-0.17%
2014/11/14,1185,1155.2,1191,1148,0.49K,2.06%
2014/11/13,1161.1,1163.7,1164.5,1155,1.05K,0.19%
2014/11/12,1158.9,1162.5,1168.1,1157.5,0.02K,-0.34%
2014/11/11,1162.8,1155,1170.5,1151.6,0.02K,0.28%
2014/11/10,1159.6,1171,1171,1150.7,0.04K,-0.85%
2014/11/7,1169.6,1139.9,1169.7,1132.9,0.10K,2.39%
2014/11/6,1142.3,1141.1,1147.5,1137.9,0.14K,-0.27%
2014/11/5,1145.4,1168.1,1168.7,1137.8,0.16K,-1.88%
2014/11/4,1167.4,1166.9,1171,1165,0.04K,-0.17%
2014/11/3,1169.4,1166.4,1172.3,1163.1,0.06K,-0.15%
2014/10/31,1171.1,1199.6,1199.7,1161.4,0.26K,-2.25%
2014/10/30,1198.1,1213.7,1214.7,1195.8,0.52K,-2.14%
2014/10/29,1224.3,1224.3,1224.3,1224.3,-,-0.40%
2014/10/28,1229.2,1224.9,1231,1224.7,0.05K,0.01%
2014/10/27,1229.1,1230.2,1230.2,1227.3,0.28K,-0.17%
2014/10/24,1231.2,1229.4,1232.7,1229.4,0.07K,0.22%
2014/10/23,1228.5,1228,1228,1227.9,0.00K,-1.31%
2014/10/22,1244.8,1244.8,1244.8,1244.3,0.00K,-0.50%
2014/10/21,1251,1251,1251,1251,0.05K,0.56%
2014/10/20,1244,1237.3,1244,1235.4,0.11K,0.46%
2014/10/17,1238.3,1237.4,1237.5,1232.6,0.36K,-0.18%
2014/10/16,1240.5,1242.1,1243,1236.7,0.01K,-0.29%
2014/10/15,1244.1,1243.7,1247,1230.9,0.25K,0.85%
2014/10/14,1233.6,1235.9,1235.9,1235.8,0.07K,0.35%
2014/10/13,1229.3,1229.8,1234,1227,0.10K,0.68%
2014/10/10,1221,1223.5,1223.5,1217,0.19K,-0.29%
2014/10/9,1224.6,1223.9,1229,1223.9,0.02K,1.60%
2014/10/8,1205.3,1210.2,1217.9,1207,0.01K,-0.53%
2014/10/7,1211.7,1209.1,1210.8,1205.3,0.27K,0.41%
2014/10/6,1206.7,1187.7,1208,1182.8,0.42K,1.22%
2014/10/3,1192.2,1212.4,1212.4,1191,0.50K,-1.81%
2014/10/2,1214.2,1215.3,1219.5,1210.3,0.18K,-0.03%
2014/10/1,1214.6,1207.7,1217.8,1205.5,0.18K,0.34%
2014/9/30,1210.5,1214.8,1218.2,1204,0.68K,-0.57%
2014/9/29,1217.5,1216.3,1222.2,1214.7,6.34K,0.28%
2014/9/26,1214.1,1214.1,1214.1,1214.1,0.00K,-0.58%
2014/9/25,1221.2,1209.5,1216.1,1209.5,0.01K,0.21%
2014/9/24,1218.6,1216.8,1216.8,1216.8,0.00K,-0.20%
2014/9/23,1221,1221,1221,1221,0.01K,0.35%
2014/9/22,1216.8,1214.9,1214.9,1212.4,0.01K,0.12%
2014/9/19,1215.3,1218.3,1218.3,1218.3,0.00K,-0.85%
2014/9/18,1225.7,1216.2,1220.4,1216.2,0.01K,-0.70%
2014/9/17,1234.4,1236.2,1236.2,1221.9,0.01K,-0.06%
2014/9/16,1235.2,1238.3,1238.3,1235.9,0.00K,0.13%
2014/9/15,1233.6,1226.7,1235,1226.7,0.02K,0.30%
2014/9/12,1229.9,1227,1227,1227,0.05K,-0.61%
2014/9/11,1237.4,1237.4,1237.4,1237.4,-,-0.49%
2014/9/10,1243.5,1256.7,1256.7,1243.5,0.10K,-0.26%
2014/9/9,1246.8,1246.8,1246.8,1246.8,-,-0.47%
2014/9/8,1252.7,1268.4,1268.4,1262.2,0.00K,-1.03%
2014/9/5,1265.8,1263.2,1268.1,1263.2,0.12K,0.06%
2014/9/4,1265.1,1268.7,1272.7,1260.3,0.29K,-0.30%
2014/9/3,1268.9,1266.3,1271.1,1263.1,0.28K,0.41%
2014/9/2,1263.7,1284.5,1286.4,1262.5,0.28K,-1.84%
2014/9/1,1287.4,1287.6,1290.9,1285.9,-,-0.02%
2014/8/31,1287.7,1288.5,1289,1286.8,-,0.15%
2014/8/29,1285.8,1289.5,1289.7,1284.8,0.12K,-0.23%
2014/8/28,1288.7,1284.5,1293.7,1284.3,0.82K,0.53%
2014/8/27,1281.9,1281.5,1282.3,1281.5,0.04K,-0.15%
2014/8/26,1283.8,1289.4,1289.5,1281.1,0.07K,0.51%
2014/8/25,1277.3,1277.3,1277.6,1273.7,0.25K,-0.10%
2014/8/22,1278.6,1276,1280,1275,0.12K,0.38%
2014/8/21,1273.7,1290,1290,1272,0.26K,-1.52%
2014/8/20,1293.4,1295.4,1295.8,1288.4,0.33K,-0.13%
2014/8/19,1295.1,1298.8,1301.7,1294,0.14K,-0.20%
2014/8/18,1297.7,1301.4,1302.1,1295.7,0.10K,-0.52%
2014/8/15,1304.5,1311.7,1312.8,1292,0.20K,-0.72%
2014/8/14,1313.9,1311.8,1316.4,1309.7,0.32K,0.08%
2014/8/13,1312.8,1308.8,1312.6,1305,0.24K,0.31%
2014/8/12,1308.8,1306.2,1315.8,1305.8,0.44K,0.02%
2014/8/11,1308.5,1308.4,1309.7,1305.3,0.19K,-0.03%
2014/8/8,1308.9,1310.8,1322.1,1308,0.59K,-0.14%
2014/8/7,1310.8,1305.3,1313.2,1302.5,0.23K,0.31%
2014/8/6,1306.7,1288.1,1309,1287.8,0.71K,1.77%
2014/8/5,1284,1288,1292.7,1282.6,0.83K,-0.29%
2014/8/4,1287.7,1294.4,1295,1285.9,0.92K,-0.46%
2014/8/1,1293.6,1284.1,1296.6,1279.7,1.99K,0.96%
2014/7/31,1281.3,1295.1,1297.3,1280.6,5.66K,-1.05%
2014/7/30,1294.9,1298.6,1303,1291,36.19K,-0.26%
2014/7/29,1298.3,1310.9,1310.9,1310,0.05K,-0.38%
2014/7/28,1303.3,1307.4,1308,1304.3,0.05K,0.02%
2014/7/25,1303.1,1294.8,1294.8,1294.8,0.01K,0.97%
2014/7/24,1290.6,1297.5,1297.5,1297.5,0.00K,-1.07%
2014/7/23,1304.5,1304.5,1304.5,1304.5,-,-0.12%
2014/7/22,1306.1,1306.1,1306.1,1306.1,0.00K,-0.58%
2014/7/21,1313.7,1311,1315.5,1311,0.02K,0.34%
2014/7/18,1309.2,1322.7,1322.7,1306.2,0.03K,-0.57%
2014/7/17,1316.7,1303.1,1323.8,1303.1,0.02K,1.32%
2014/7/16,1299.6,1298.4,1303.1,1296.9,0.03K,0.21%
2014/7/15,1296.9,1307.4,1312.1,1294.1,0.37K,-0.72%
2014/7/14,1306.3,1332.8,1332.8,1304.7,0.10K,-2.30%
2014/7/11,1337,1337.9,1339,1336.2,0.11K,-0.13%
2014/7/10,1338.7,1330.5,1343.7,1328,0.03K,1.13%
2014/7/9,1323.8,1324,1330.4,1324,0.02K,0.59%
2014/7/8,1316,1318.4,1323.5,1316,0.01K,-0.04%
2014/7/7,1316.5,1319.6,1320.3,1313.2,0.09K,-0.36%
2014/7/4,1321.3,1321.1,1324,1319.6,-,0.07%
2014/7/3,1320.4,1327.3,1327.7,1313,0.04K,-0.77%
2014/7/2,1330.7,1326.8,1330.7,1326.8,0.23K,0.32%
2014/7/1,1326.4,1326.7,1331.4,1326.2,0.05K,0.35%
2014/6/30,1321.8,1315.3,1328.7,1311.8,0.74K,0.21%
2014/6/27,1319,1317.4,1320.9,1313.3,0.63K,0.22%
2014/6/26,1316.1,1319.6,1319.6,1312.4,0.59K,-0.46%
2014/6/25,1322.2,1315.3,1323.4,1312,0.29K,0.10%
2014/6/24,1320.9,1315.6,1325.6,1315.6,0.22K,0.22%
2014/6/23,1318,1312.3,1316.9,1312.3,0.14K,0.14%
2014/6/20,1316.2,1321.4,1321.4,1306.8,0.25K,0.19%
2014/6/19,1313.7,1277.2,1321,1277.2,0.60K,3.25%
2014/6/18,1272.4,1269.9,1272.7,1267.4,0.14K,0.06%
2014/6/17,1271.7,1272.8,1272.8,1260.9,0.82K,-0.25%
2014/6/16,1274.9,1279.8,1283.5,1270.8,0.33K,0.09%
2014/6/13,1273.7,1272.5,1274.7,1271.3,0.15K,0.01%
2014/6/12,1273.6,1260,1274.5,1260,0.13K,1.02%
2014/6/11,1260.8,1259.9,1264.4,1259.1,0.13K,0.08%
2014/6/10,1259.8,1252.4,1262.3,1251,1.01K,0.50%
2014/6/9,1253.5,1252.7,1256.1,1251.8,0.10K,0.11%
2014/6/6,1252.1,1253.4,1256.6,1246.3,0.38K,-0.07%
2014/6/5,1253,1244,1256.6,1241.2,1.32K,0.72%
2014/6/4,1244,1245.1,1248.8,1242.7,0.60K,-0.02%
2014/6/3,1244.3,1244.1,1247.5,1240.5,0.65K,0.05%
2014/6/2,1243.7,1250,1250.7,1240.9,0.77K,-0.15%
2014/5/30,1245.6,1255.1,1259.6,1241.8,3.84K,-0.85%
2014/5/29,1256.3,1258.3,1260.6,1250.9,38.05K,-0.24%
2014/5/28,1259.3,1259.3,1259.3,1263.6,-,-0.48%
2014/5/27,1265.4,1291.9,1291.9,1276,0.03K,-2.10%
2014/5/26,1292.5,1291.6,1294.4,1291.4,-,0.06%
2014/5/25,1291.7,1293.9,1294.2,1291.1,-,0.01%
2014/5/23,1291.6,1293.2,1293.4,1293.2,0.00K,-0.25%
2014/5/22,1294.9,1294.2,1295,1294.2,0.00K,0.54%
2014/5/21,1288,1287.4,1287.4,1287.4,0.00K,-0.50%
2014/5/20,1294.5,1290.7,1290.7,1290.1,0.01K,0.06%
2014/5/19,1293.7,1293.7,1293.7,1293.7,0.04K,0.03%
2014/5/16,1293.3,1293.3,1293.3,1293.3,0.01K,-0.02%
2014/5/15,1293.5,1302.5,1302.5,1292.8,0.03K,-0.93%
2014/5/14,1305.7,1292.8,1306.9,1292.8,0.03K,0.86%
2014/5/13,1294.6,1295.5,1295.5,1292,0.02K,-0.08%
2014/5/12,1295.6,1282.1,1295.9,1281.2,0.02K,0.64%
2014/5/9,1287.3,1287.3,1287.3,1287.3,0.00K,-0.01%
2014/5/8,1287.4,1291.5,1291.5,1285.5,0.07K,-0.09%
2014/5/7,1288.6,1310.3,1312,1288,0.02K,-1.51%
2014/5/6,1308.3,1309.4,1309.4,1306.9,0.01K,-0.05%
2014/5/5,1309,1305.6,1314.2,1305.5,0.03K,0.49%
2014/5/2,1302.6,1276.7,1302.7,1276.7,0.09K,1.52%
2014/5/1,1283.1,1288.7,1288.7,1278,0.03K,-0.96%
2014/4/30,1295.6,1296,1296.5,1286.6,0.18K,-0.03%
2014/4/29,1296,1295.5,1300.5,1289.1,0.90K,-0.22%
2014/4/28,1298.9,1305.4,1305.4,1293,0.06K,-0.14%
2014/4/25,1300.7,1293.8,1304.6,1293.8,0.27K,0.79%
2014/4/24,1290.5,1284.6,1297.9,1272.4,0.52K,0.49%
2014/4/23,1284.2,1284.3,1287.7,1282.4,0.18K,0.28%
2014/4/22,1280.6,1289.2,1291.6,1276,0.10K,-0.57%
2014/4/21,1288,1290,1299.2,1283.7,0.10K,-0.42%
2014/4/17,1293.4,1300.1,1303,1292.5,0.12K,-0.74%
2014/4/16,1303.1,1302.7,1304,1295,0.18K,0.24%
2014/4/15,1300,1322.7,1322.7,1291.5,0.24K,-2.05%
2014/4/14,1327.2,1320.1,1330,1320.1,0.33K,0.64%
2014/4/11,1318.7,1319,1322.8,1316.3,0.08K,-0.11%
2014/4/10,1320.1,1311.8,1323.8,1311.2,0.13K,1.12%
2014/4/9,1305.5,1309.5,1313.6,1301.1,0.19K,-0.24%
2014/4/8,1308.7,1296.6,1314.1,1296.6,0.26K,0.82%
2014/4/7,1298,1301.4,1304,1296.3,0.36K,-0.40%
2014/4/4,1303.2,1285.5,1306.1,1284.4,0.98K,1.46%
2014/4/3,1284.4,1290.8,1293.6,1282.7,0.78K,-0.47%
2014/4/2,1290.5,1280.2,1294.1,1280.2,1.10K,0.85%
2014/4/1,1279.6,1285.1,1287.9,1277.3,0.88K,-0.30%
2014/3/31,1283.4,1294.3,1298.8,1282.4,4.12K,-0.80%
2014/3/28,1293.8,1292.2,1299.4,1285.9,65.49K,-0.07%
2014/3/27,1294.7,1294.7,1294.7,1294.7,-,-0.67%
2014/3/26,1303.4,1315.2,1315.2,1311.8,0.00K,-0.61%
2014/3/25,1311.4,1315.5,1315.5,1307.5,0.05K,0.02%
2014/3/24,1311.2,1333,1333,1310.5,0.10K,-1.86%
2014/3/21,1336,1339.1,1339.1,1335,0.00K,0.41%
2014/3/20,1330.5,1333.7,1333.7,1325.8,0.07K,-0.81%
2014/3/19,1341.4,1357.1,1358,1332.7,0.06K,-1.30%
2014/3/18,1359,1359.3,1361.8,1353.4,0.04K,-1.01%
2014/3/17,1372.9,1386.1,1391.4,1372.2,0.03K,-0.44%
2014/3/14,1379,1376.1,1386.6,1369.8,0.09K,0.50%
2014/3/13,1372.2,1366.8,1374.5,1366.5,0.02K,0.14%
2014/3/12,1370.3,1349.1,1370.5,1348.7,0.06K,1.77%
2014/3/11,1346.5,1340,1352.4,1338.1,0.05K,0.38%
2014/3/10,1341.4,1336,1344.7,1330.5,0.10K,0.25%
2014/3/7,1338.1,1349.5,1352.7,1329.2,0.10K,-1.01%
2014/3/6,1351.7,1338,1351.6,1333.3,0.06K,0.86%
2014/3/5,1340.2,1334.8,1341,1334.8,0.03K,0.18%
2014/3/4,1337.8,1350.4,1350.4,1332.2,0.08K,-0.91%
2014/3/3,1350.1,1335.9,1354.1,1332.9,0.23K,2.17%
2014/2/28,1321.4,1329.8,1332.6,1321.1,0.24K,-0.77%
2014/2/27,1331.6,1329.3,1335,1324.6,0.37K,0.26%
2014/2/26,1328.2,1341.2,1344,1325.6,0.06K,-1.10%
2014/2/25,1343,1336.4,1343.9,1333.1,0.29K,0.35%
2014/2/24,1338.3,1324.3,1339,1321.4,0.09K,1.09%
2014/2/21,1323.9,1320,1328.3,1317.4,0.17K,0.52%
2014/2/20,1317.1,1310.7,1323.5,1309.6,0.12K,-0.27%
2014/2/19,1320.6,1318.3,1321.6,1309.1,0.19K,-0.31%
2014/2/18,1324.7,1322.9,1330.6,1313.9,0.37K,-0.29%
2014/2/17,1328.5,1323.7,1332.2,1321.1,-,0.72%
2014/2/14,1319,1301.7,1320.7,1301.5,0.31K,1.43%
2014/2/13,1300.4,1293.3,1303.5,1287.5,0.88K,0.39%
2014/2/12,1295.3,1290.5,1296.2,1285.5,0.14K,0.40%
2014/2/11,1290.1,1274,1292,1273.8,0.56K,1.20%
2014/2/10,1274.8,1269.6,1277.3,1265.7,0.74K,0.91%
2014/2/7,1263.3,1258.3,1271.4,1257.9,0.44K,0.45%
2014/2/6,1257.6,1258,1267,1253.5,0.27K,0.02%
2014/2/5,1257.3,1254,1273.7,1253.1,1.62K,0.45%
2014/2/4,1251.7,1258.4,1260.7,1247.8,1.75K,-0.69%
2014/2/3,1260.4,1242.4,1266.3,1241.2,2.91K,1.64%
2014/1/31,1240.1,1243.6,1254.5,1238.4,5.82K,-0.17%
2014/1/30,1242.2,1267,1267.7,1237.5,45.28K,-1.58%
2014/1/29,1262.2,1262.2,1262.2,1262.2,-,0.90%
2014/1/28,1251,1257.9,1258.4,1257.9,0.02K,-1.00%
2014/1/27,1263.6,1259.8,1264.4,1254.4,0.09K,-0.07%
2014/1/24,1264.5,1258.3,1269.4,1258.3,0.04K,0.15%
2014/1/23,1262.6,1235.2,1264.2,1235.2,0.04K,1.90%
2014/1/22,1239,1241.7,1242,1240.1,0.06K,-0.27%
2014/1/21,1242.3,1256.4,1257.5,1240,0.22K,-1.02%
2014/1/20,1255.1,1255.7,1257.9,1253.1,-,0.27%
2014/1/17,1251.7,1239.7,1254.3,1239.7,0.10K,0.94%
2014/1/16,1240,1239.3,1242.8,1238.7,0.05K,0.15%
2014/1/15,1238.1,1243.1,1243.2,1238.2,0.07K,-0.57%
2014/1/14,1245.2,1251,1251.3,1242,0.04K,-0.46%
2014/1/13,1250.9,1250.6,1252.7,1245.5,0.05K,0.34%
2014/1/10,1246.7,1235,1246.8,1234,0.06K,1.42%
2014/1/9,1229.3,1225.8,1229,1225.8,0.01K,0.33%
2014/1/8,1225.3,1227.5,1227.5,1218.6,0.19K,-0.33%
2014/1/7,1229.4,1239.3,1242.4,1226,0.07K,-0.68%
2014/1/6,1237.8,1232.8,1247,1221.9,0.13K,-0.05%
2014/1/3,1238.4,1221.7,1239,1221.7,0.14K,1.09%
2014/1/2,1225,1204.3,1227.3,1204.3,0.21K,1.63%
2014/1/1,1205.4,1203.6,1205.4,1202.8,-,0.29%
2013/12/31,1201.9,1196.4,1212.4,1182,0.12K,-0.10%
2013/12/30,1203.1,1215,1215.5,1194.4,0.35K,-1.07%
2013/12/27,1216.1,1213.4,1218.5,1212.9,0.28K,0.16%
2013/12/26,1214.1,1207.1,1215.9,1207.1,0.14K,0.75%
2013/12/24,1205.1,1199.8,1205.6,1197.7,0.18K,0.56%
2013/12/23,1198.4,1205.2,1205.2,1195.9,0.12K,-0.56%
2013/12/20,1205.1,1190.9,1207.8,1190.9,0.20K,0.85%
2013/12/19,1195,1226.6,1226.6,1188.7,0.12K,-3.32%
2013/12/18,1236.1,1231.5,1245.1,1217,0.11K,0.40%
2013/12/17,1231.2,1237,1240.4,1231.3,0.02K,-1.15%
2013/12/16,1245.5,1238.4,1250.6,1228.9,0.24K,0.79%
2013/12/13,1235.7,1226.7,1239,1222.2,0.45K,0.79%
2013/12/12,1226,1253.5,1255.4,1225.9,0.61K,-2.58%
2013/12/11,1258.5,1261.9,1261.9,1252.1,0.15K,-0.31%
2013/12/10,1262.4,1239,1267,1239,0.88K,2.19%
2013/12/9,1235.3,1230.2,1243.2,1229,0.35K,0.41%
2013/12/6,1230.3,1228.7,1242,1213,1.03K,-0.24%
2013/12/5,1233.2,1240,1241.5,1218.6,0.45K,-1.20%
2013/12/4,1248.2,1225.1,1250.4,1212.9,1.82K,2.17%
2013/12/3,1221.7,1219.2,1225.7,1215.6,1.93K,-0.05%
2013/12/2,1222.3,1251.4,1251.5,1217.8,4.98K,-2.26%
2013/11/29,1250.6,1237.8,1254.5,1233.7,9.20K,0.55%
2013/11/28,1243.8,1237.9,1245.3,1236.2,-,0.48%
2013/11/27,1237.8,1241.6,1254.8,1235.5,82.33K,-0.29%
2013/11/26,1241.4,1243,1243,1243,0.00K,0.02%
2013/11/25,1241.1,1231.1,1240.7,1229,0.02K,-0.23%
2013/11/22,1244,1243.2,1247,1241.4,0.08K,0.04%
2013/11/21,1243.5,1245.7,1247.1,1236.5,0.09K,-1.14%
2013/11/20,1257.9,1269,1269,1241.9,0.12K,-1.22%
2013/11/19,1273.4,1274.2,1275.2,1271,0.01K,0.09%
2013/11/18,1272.2,1284.7,1284.8,1272.2,0.01K,-1.17%
2013/11/15,1287.3,1287.7,1288.5,1281.5,0.02K,0.09%
2013/11/14,1286.2,1280.2,1293.3,1278.1,0.03K,1.41%
2013/11/13,1268.3,1274,1280.5,1271.1,0.02K,-0.22%
2013/11/12,1271.1,1282.3,1282.3,1268.5,0.00K,-0.77%
2013/11/11,1281,1281.6,1281.8,1281,0.01K,-0.27%
2013/11/8,1284.5,1308,1308.1,1281.3,0.02K,-1.83%
2013/11/7,1308.4,1323.6,1323.6,1298,0.13K,-0.71%
2013/11/6,1317.7,1313.5,1318.6,1312.5,0.01K,0.74%
2013/11/5,1308,1313.3,1317.5,1306.9,0.10K,-0.50%
2013/11/4,1314.6,1314.6,1320.5,1312.1,0.04K,0.11%
2013/11/1,1313.1,1325.7,1325.7,1308,0.02K,-0.79%
2013/10/31,1323.6,1334,1334,1321.7,0.06K,-1.88%
2013/10/30,1349,1340.8,1355.8,1335.6,0.04K,0.28%
2013/10/29,1345.2,1359.6,1359.7,1359.6,0.01K,-0.50%
2013/10/28,1352,1351.4,1359.2,1349,0.02K,-0.03%
2013/10/25,1352.4,1346.2,1353,1346.2,0.02K,0.16%
2013/10/24,1350.2,1334.5,1350.1,1334.5,0.02K,1.22%
2013/10/23,1333.9,1331.9,1333.4,1331.9,0.01K,-0.64%
2013/10/22,1342.5,1313.9,1342.6,1313.9,0.06K,2.04%
2013/10/21,1315.7,1316.8,1317.7,1316.5,0.02K,0.10%
2013/10/18,1314.4,1318.8,1326,1312.6,0.07K,-0.63%
2013/10/17,1322.7,1307,1320.8,1307,0.07K,3.17%
2013/10/16,1282,1282.8,1284,1269.2,0.09K,0.71%
2013/10/15,1273,1270.5,1284.8,1254.1,0.21K,-0.27%
2013/10/14,1276.4,1275.8,1285.8,1272.1,0.06K,0.66%
2013/10/11,1268,1286.9,1291.6,1263.8,0.21K,-2.21%
2013/10/10,1296.6,1303.4,1310.8,1285,0.09K,-0.79%
2013/10/9,1306.9,1317.6,1319,1295.3,0.14K,-1.31%
2013/10/8,1324.2,1326.5,1330,1321.2,0.06K,-0.05%
2013/10/7,1324.8,1313.8,1325.4,1311.8,0.08K,1.15%
2013/10/4,1309.7,1316.2,1318.1,1305.7,0.04K,-0.58%
2013/10/3,1317.4,1312,1319.5,1302.5,0.22K,-0.24%
2013/10/2,1320.6,1288.5,1321,1280,0.15K,2.69%
2013/10/1,1286,1328,1334.2,1283.8,0.82K,-3.05%
2013/9/30,1326.5,1345.8,1350.9,1322,0.60K,-0.89%
2013/9/27,1338.4,1321.5,1343.8,1319.7,2.99K,1.12%
2013/9/26,1323.6,1335.2,1338.3,1335.2,0.01K,-0.92%
2013/9/25,1335.9,1322.7,1335.3,1322.7,0.05K,1.51%
2013/9/24,1316,1321.2,1324.9,1309.4,0.06K,-0.82%
2013/9/23,1326.9,1327.1,1327.8,1317.6,0.08K,-0.42%
2013/9/20,1332.5,1347.5,1347.5,1330.7,0.00K,-2.69%
2013/9/19,1369.4,1362.9,1373,1362.9,0.04K,4.71%
2013/9/18,1307.8,1292.1,1347.7,1292.1,0.03K,-0.13%
