tradeday,closeprice,openprice,highprice,lowprice,tradevol,chgpcnt
2008/3/27,948.8,947.4,947.4,945.7,0.01K,-0.02%
2008/3/26,949,949.6,949.6,949.6,0.00K,1.54%
2008/3/25,934.6,931.5,933.5,927.2,0.10K,1.78%
2008/3/24,918.3,915.5,922,915.2,0.07K,-0.14%
2008/3/20,919.6,939.9,943.2,917.7,0.03K,-2.66%
2008/3/19,944.7,979.3,979.3,938.4,0.08K,-5.83%
2008/3/18,1003.2,1003.6,1010,978.2,0.03K,0.18%
2008/3/17,1001.4,1005,1014.6,996.4,0.08K,0.32%
2008/3/14,998.2,993.9,1004.6,993,0.03K,0.59%
2008/3/13,992.3,983.7,998.5,983.7,0.01K,1.38%
2008/3/12,978.8,973.6,979.3,973.5,0.01K,0.47%
2008/3/11,974.2,975.7,976.7,971.5,0.01K,0.44%
2008/3/10,969.9,975.5,976.8,964.7,0.09K,-0.24%
2008/3/7,972.2,982.8,984.9,972.4,0.10K,-0.29%
2008/3/6,975,984.3,987.7,973.4,0.05K,-1.14%
2008/3/5,986.2,965,992.7,963.9,0.05K,2.31%
2008/3/4,963.9,982.4,984.5,963.8,0.04K,-1.79%
2008/3/3,981.5,984.2,986.9,979.7,0.03K,0.97%
2008/2/29,972.1,971.4,973.1,963.5,0.04K,0.79%
2008/2/28,964.5,957.4,972.1,954.4,0.24K,0.66%
2008/2/27,958.2,960,960,955,0.11K,1.28%
2008/2/26,946.1,931.3,949,931.3,0.22K,0.91%
2008/2/25,937.6,946.5,948.9,933,0.31K,-0.75%
2008/2/22,944.7,944.9,948.5,942.5,0.08K,-0.15%
2008/2/21,946.1,940.1,953.4,940.1,0.14K,1.23%
2008/2/20,934.6,926.5,945,919.6,0.07K,0.86%
2008/2/19,926.6,904.3,928.8,900.5,0.17K,2.64%
2008/2/15,902.8,910.1,913.6,898.7,0.58K,-0.51%
2008/2/14,907.4,904,911,904,0.13K,0.10%
2008/2/13,906.5,903,909.4,897.2,0.09K,-0.10%
2008/2/12,907.4,921,924.8,904.2,0.28K,-1.68%
2008/2/11,922.9,920.7,926.9,917.5,0.18K,0.49%
2008/2/8,918.4,915.3,920,911.5,0.34K,1.36%
2008/2/7,906.1,900.6,909.3,896.4,0.46K,0.60%
2008/2/6,900.7,887.9,910,887.5,0.43K,1.67%
2008/2/5,885.9,905.1,905.2,884.7,0.48K,-2.10%
2008/2/4,904.9,903.7,912,892.5,1.49K,-0.42%
2008/2/1,908.7,924.8,936.2,903.7,2.15K,-1.52%
2008/1/31,922.7,928.2,928.3,918.3,4.29K,0.23%
2008/1/30,920.6,924.4,936.3,915.3,68.82K,-0.49%
2008/1/29,925.1,925,925,925,0.00K,-0.22%
2008/1/28,927.1,916.6,922,914.5,0.03K,1.82%
2008/1/25,910.5,910.5,910.5,910.5,-,0.55%
2008/1/24,905.5,890.9,906.6,890.9,0.01K,2.61%
2008/1/23,882.5,885,895.7,880,0.05K,-0.80%
2008/1/22,889.6,878.7,891,863.2,0.03K,1.00%
2008/1/18,880.8,871.8,886.8,871,0.03K,0.15%
2008/1/17,879.5,888.2,888.2,876.8,0.01K,-0.12%
2008/1/16,880.6,880.5,885.8,880.5,0.10K,-2.26%
2008/1/15,901,887.6,887.6,887.6,0.10K,-0.07%
2008/1/14,901.6,907.3,907.3,905,0.09K,0.61%
2008/1/11,896.1,889.8,899.7,889.7,0.18K,0.49%
2008/1/10,891.7,882,891.4,881.2,0.01K,1.39%
2008/1/9,879.5,885,885,876,0.05K,0.17%
2008/1/8,878,861.6,879.4,861.6,0.02K,2.14%
2008/1/7,859.6,860.9,860.9,857.4,0.00K,-0.41%
2008/1/4,863.1,861.4,865.5,860.2,0.03K,-0.38%
2008/1/3,866.4,863,865.5,856.3,0.18K,1.10%
2008/1/2,857,848.7,857.8,846.4,0.13K,2.65%
2007/12/31,834.9,843.2,843.2,843.2,0.00K,-0.56%
2007/12/28,839.6,826.6,840.2,826.6,0.11K,1.33%
2007/12/27,828.6,824.8,832.5,824.8,0.07K,0.31%
2007/12/26,826,815.7,826.9,815.7,0.04K,1.62%
2007/12/24,812.8,811.5,814.1,809.8,0.04K,0.15%
2007/12/21,811.6,800,812.5,800,0.06K,1.55%
2007/12/20,799.2,799.5,800,794.2,0.11K,-0.24%
2007/12/19,801.1,799.2,804,799.1,0.07K,-0.24%
2007/12/18,803,793,804.8,793,0.07K,1.03%
2007/12/17,794.8,793.5,794.5,788.4,0.12K,0.19%
2007/12/14,793.3,800.3,803.5,789.6,0.20K,-0.71%
2007/12/13,799,810.3,810.3,792.7,0.20K,-1.78%
2007/12/12,813.5,809.7,815.9,809.6,0.29K,0.26%
2007/12/11,811.4,808.1,812,796,0.35K,0.46%
2007/12/10,807.7,799.3,809.7,799.3,0.27K,1.67%
2007/12/7,794.4,800.7,801.2,792,0.22K,-0.85%
2007/12/6,801.2,794.4,804.8,786.5,0.33K,0.46%
2007/12/5,797.5,802.2,803.9,791.7,0.39K,-0.47%
2007/12/4,801.3,794,805,787.2,0.93K,1.65%
2007/12/3,788.3,783.9,794.6,777,3.73K,0.78%
2007/11/30,782.2,795,798.6,778.4,7.21K,-1.65%
2007/11/29,795.3,804,807.8,791.9,66.67K,-0.60%
2007/11/28,800.1,800.1,800.1,800.1,-,-1.67%
2007/11/27,813.7,823.2,824.8,812.5,0.03K,-1.49%
2007/11/26,826,826,826,826,-,0.24%
2007/11/23,824,824,824,824,-,3.31%
2007/11/21,797.6,797.6,797.6,797.6,0.01K,0.92%
2007/11/20,790.3,792.9,802.5,792.9,0.01K,1.74%
2007/11/19,776.8,777.6,777.6,777.6,0.00K,-1.13%
2007/11/16,785.7,785.7,785.7,785.7,-,-0.03%
2007/11/15,785.9,794.5,794.5,793.7,0.00K,-3.33%
2007/11/14,813,816.7,817,816.7,0.01K,1.98%
2007/11/13,797.2,804.3,804.3,800,0.01K,-1.07%
2007/11/12,805.8,803.9,803.9,798.7,0.00K,-3.21%
2007/11/9,832.5,835.7,835.8,831.7,0.01K,-0.32%
2007/11/8,835.2,829.8,841.3,829.8,0.01K,0.51%
2007/11/7,831,830,831.2,830,0.00K,1.24%
2007/11/6,820.8,821.9,825.3,821.9,0.00K,1.57%
2007/11/5,808.1,804.6,804.6,804.2,0.02K,0.30%
2007/11/2,805.7,794.1,806.5,794.1,0.00K,1.90%
2007/11/1,790.7,785.3,791.3,785.3,0.00K,-0.16%
2007/10/31,792,789.3,795.4,789.3,0.01K,0.98%
2007/10/30,784.3,785.5,785.5,780.7,0.17K,-0.61%
2007/10/29,789.1,793.8,793.8,787.3,0.05K,0.66%
2007/10/26,783.9,771.4,783.4,771.4,0.08K,2.16%
2007/10/25,767.3,767.9,767.9,767.9,0.01K,0.75%
2007/10/24,761.6,758.2,758.2,753.5,0.06K,0.34%
2007/10/23,759,756,756,756,0.01K,0.42%
2007/10/22,755.8,766.7,766.7,751.9,0.06K,-1.07%
2007/10/19,764,765.2,765.2,762.7,0.01K,-0.01%
2007/10/18,764.1,765.8,765.8,765.8,0.01K,0.87%
2007/10/17,757.5,760,760,757,0.05K,0.07%
2007/10/16,757,762.4,762.4,756.1,0.15K,-0.01%
2007/10/15,757.1,758,759.6,757.9,0.34K,1.12%
2007/10/12,748.7,750.4,750.4,748.7,0.37K,-0.35%
2007/10/11,751.3,747.4,749.7,746,0.18K,1.47%
2007/10/10,740.4,740.9,741,740.7,0.03K,0.41%
2007/10/9,737.4,736.1,736.5,735.5,0.04K,0.63%
2007/10/8,732.8,735.2,737,732.4,0.09K,-1.15%
2007/10/5,741.3,731,741.7,731,0.01K,0.47%
2007/10/4,737.8,725.1,736.8,724.3,0.02K,1.17%
2007/10/3,729.3,727.6,732.5,726.7,0.06K,-0.07%
2007/10/2,729.8,746.5,746.5,726.5,0.32K,-2.33%
2007/10/1,747.2,745.1,747.4,741.8,0.64K,0.59%
2007/9/28,742.8,733.7,745.7,733.7,2.00K,1.38%
2007/9/27,732.7,728.2,735.5,727.4,11.84K,0.60%
2007/9/26,728.3,728.3,728.3,728.3,-,-0.45%
2007/9/25,731.6,731.6,731.6,731.6,0.06K,-0.07%
2007/9/24,732.1,732.1,732.1,732.1,0.15K,0.10%
2007/9/21,731.4,731.4,731.4,731.4,0.01K,-0.14%
2007/9/20,732.4,732.4,732.4,732.4,-,1.44%
2007/9/19,722,724.6,724.6,724.6,0.01K,0.87%
2007/9/18,715.8,715.8,715.8,715.8,0.10K,0.00%
2007/9/17,715.8,719.1,719.1,719.1,0.04K,0.87%
2007/9/14,709.6,717.2,717.2,714.9,0.03K,0.01%
2007/9/13,709.5,706.9,707.4,706.9,0.02K,-0.34%
2007/9/12,711.9,713.9,713.9,712.5,0.01K,-0.04%
2007/9/11,712.2,703.5,703.5,702.8,0.06K,1.27%
2007/9/10,703.3,704.5,705,702,0.04K,0.36%
2007/9/7,700.8,700.8,700.8,700.8,0.00K,0.75%
2007/9/6,695.6,692.2,692.4,692.2,0.00K,2.04%
2007/9/5,681.7,678.6,679.1,678.6,0.08K,-0.12%
2007/9/4,682.5,682.5,682.5,682.5,-,1.41%
2007/8/31,673,672.5,672.8,672.5,0.03K,1.20%
2007/8/30,665,665.5,666.5,665.5,0.19K,-0.20%
2007/8/29,666.3,667,667.7,667,0.00K,0.29%
2007/8/28,664.4,665.5,665.9,664.2,0.02K,-0.36%
2007/8/27,666.8,667.9,668,666,0.08K,-0.18%
2007/8/24,668,662.1,668.8,662.1,0.21K,1.38%
2007/8/23,658.9,663.6,663.7,663.2,0.14K,-0.03%
2007/8/22,659.1,658.9,661.1,658.9,0.30K,0.37%
2007/8/21,656.7,657.9,658.4,657.5,0.01K,0.00%
2007/8/20,656.7,658.6,660,658.6,0.19K,-0.03%
2007/8/17,656.9,648.4,657.7,648.4,0.22K,1.33%
2007/8/16,648.3,665.2,665.2,642.9,0.13K,-3.08%
2007/8/15,668.9,665,669.7,662.5,0.85K,0.04%
2007/8/14,668.6,665,670.5,665,0.11K,-0.16%
2007/8/13,669.7,669.9,671,668.6,0.05K,-0.09%
2007/8/10,670.3,659.5,673.4,659.5,1.10K,1.35%
2007/8/9,661.4,667.8,667.8,661.4,0.38K,-1.94%
2007/8/8,674.5,674.7,676.2,674,0.14K,0.58%
2007/8/7,670.6,670,670,666.5,0.31K,-0.13%
2007/8/6,671.5,672.1,672.1,668.8,0.21K,-0.15%
2007/8/3,672.5,665.8,674.4,665.7,0.58K,1.19%
2007/8/2,664.6,666.7,666.7,662.8,1.06K,0.15%
2007/8/1,663.6,663.2,666.3,658.5,2.03K,-0.49%
2007/7/31,666.9,665,668.3,662.6,5.77K,0.42%
2007/7/30,664.1,659.9,665.2,659.3,36.53K,0.62%
2007/7/27,660,660,660,660,-,-0.38%
2007/7/26,662.5,662.5,662.5,662.5,-,-1.60%
2007/7/25,673.3,673.3,673.3,673.3,-,-1.59%
2007/7/24,684.2,684.2,684.2,684.2,-,0.50%
2007/7/23,680.8,680.8,680.8,680.8,-,-0.45%
2007/7/20,683.9,683.9,683.9,683.9,-,0.99%
2007/7/19,677.2,677.2,677.2,677.2,-,0.68%
2007/7/18,672.6,672.6,672.6,672.6,0.06K,1.19%
2007/7/17,664.7,664.7,664.7,664.7,-,-0.05%
2007/7/16,665,667.1,667.1,667.1,0.00K,-0.12%
2007/7/13,665.8,666.7,666.7,666.7,0.01K,-0.13%
2007/7/12,666.7,665,665,665,0.00K,0.97%
2007/7/11,660.3,660.3,660.3,660.3,0.01K,-0.33%
2007/7/10,662.5,662.5,662.5,662.5,-,0.30%
2007/7/9,660.5,660.5,660.5,660.5,0.01K,1.20%
2007/7/6,652.7,652.7,652.7,652.7,-,0.66%
2007/7/5,648.4,648.4,648.4,648.4,0.02K,-0.69%
2007/7/3,652.9,655.7,655.7,655.7,0.01K,-0.55%
2007/7/2,656.5,656.8,656.8,656.8,0.00K,1.30%
2007/6/29,648.1,647.5,649.2,647.5,0.05K,0.09%
2007/6/28,647.5,643.9,648.4,643.9,0.09K,0.90%
2007/6/27,641.7,640.4,643.5,640.4,0.48K,-0.06%
2007/6/26,642.1,647.6,647.6,640,0.06K,-1.41%
2007/6/25,651.3,650,650.5,650,0.02K,-0.34%
2007/6/22,653.5,649.9,649.9,649.9,0.00K,0.45%
2007/6/21,650.6,648.6,648.6,648.6,0.01K,-0.84%
2007/6/20,656.1,660.8,660.8,658,0.01K,-0.70%
2007/6/19,660.7,656.2,660.2,653,0.04K,0.75%
2007/6/18,655.8,657.9,658.2,655.7,0.06K,0.20%
2007/6/15,654.5,651,655.2,650.7,0.03K,0.45%
2007/6/14,651.6,652.6,652.8,650,0.02K,0.52%
2007/6/13,648.2,646.6,651.5,644.3,0.08K,-0.05%
2007/6/12,648.5,653.8,653.8,646.9,0.06K,-0.89%
2007/6/11,654.3,649.2,654.4,649.2,0.09K,1.36%
2007/6/8,645.5,658.5,659.6,645.2,0.26K,-2.21%
2007/6/7,660.1,671.4,671.4,658.3,0.28K,-1.37%
2007/6/6,669.3,670.4,670.9,665.4,0.49K,-0.04%
2007/6/5,669.6,672.1,674,669.3,0.24K,-0.16%
2007/6/4,670.7,671.2,673.7,668.9,0.61K,-0.07%
2007/6/1,671.2,661.5,672,660.8,1.50K,1.54%
2007/5/31,661,652.5,662,652.5,8.07K,1.21%
2007/5/30,653.1,655.7,658.4,651.5,49.92K,-0.61%
2007/5/29,657.1,657.1,657.1,657.1,0.01K,0.31%
2007/5/25,655.1,655.9,655.9,655.7,0.01K,0.32%
2007/5/24,653,654,656,654,0.01K,-1.34%
2007/5/23,661.9,661.9,661.9,661.9,-,0.42%
2007/5/22,659.1,659.1,659.1,659.1,-,-0.57%
2007/5/21,662.9,660.7,661.4,660,0.01K,0.29%
2007/5/18,661,661,661,661,-,0.73%
2007/5/17,656.2,656.2,656.2,656.2,-,-0.61%
2007/5/16,660.2,660.2,660.2,660.2,-,-1.90%
2007/5/15,673,673,673,673,-,0.67%
2007/5/14,668.5,668.5,668.5,668.5,-,-0.31%
2007/5/11,670.6,670.6,670.6,670.6,-,0.83%
2007/5/10,665.1,665.1,665.1,665.1,-,-2.23%
2007/5/9,680.3,680.3,680.3,680.3,-,-0.70%
2007/5/8,685.1,685.1,685.1,685.1,-,-0.42%
2007/5/7,688,688,688,688,0.00K,0.12%
2007/5/4,687.2,687.2,687.2,687.2,-,0.79%
2007/5/3,681.8,681.8,681.8,681.8,-,1.41%
2007/5/2,672.3,672.3,672.3,672.3,-,-0.31%
2007/5/1,674.4,673.7,673.7,673,0.01K,-0.90%
2007/4/30,680.5,680,680,677.3,0.01K,0.27%
2007/4/27,678.7,673,678.3,673,0.06K,0.56%
2007/4/26,674.9,684.5,686.8,673.5,0.11K,-1.34%
2007/4/25,684.1,686.5,686.5,683.8,0.02K,-0.01%
2007/4/24,684.2,689.4,691.3,683,0.22K,-0.93%
2007/4/23,690.6,689,689,688,0.02K,-0.20%
2007/4/20,692,690.1,692.5,690.1,0.02K,1.13%
2007/4/19,684.3,681.9,685.7,681.9,0.06K,-0.70%
2007/4/18,689.1,689.1,690.6,687,0.01K,0.13%
2007/4/17,688.2,689,689.4,687.2,0.03K,-0.28%
2007/4/16,690.1,685.1,690.1,685.1,0.06K,0.69%
2007/4/13,685.4,680.2,683.6,680.2,0.03K,1.53%
2007/4/12,675.1,677,677.5,673.1,0.06K,-0.25%
2007/4/11,676.8,678.3,680.3,674.8,0.03K,0.04%
2007/4/10,676.5,673.9,681.5,673.9,0.03K,0.68%
2007/4/9,671.9,671.1,677.5,671.1,0.04K,-0.34%
2007/4/5,674.2,674.2,676,671.5,0.23K,0.31%
2007/4/4,672.1,664,675,664,1.72K,1.22%
2007/4/3,664,663.1,667.3,662.2,0.29K,-0.26%
2007/4/2,665.7,665.5,665.5,656.1,1.47K,0.41%
2007/3/30,663,661.2,667.7,659.1,4.62K,0.23%
2007/3/29,661.5,665.9,666.2,654.6,37.43K,-0.75%
2007/3/28,666.5,666.5,666.5,666.5,-,0.66%
2007/3/27,662.1,662.1,662.1,662.1,-,-0.20%
2007/3/26,663.4,663.4,663.4,663.4,-,1.02%
2007/3/23,656.7,656.7,656.7,656.7,0.20K,-1.01%
2007/3/22,663.4,663.4,663.4,663.4,0.03K,0.67%
2007/3/21,659,659,659,659,-,0.17%
2007/3/20,657.9,657.9,657.9,657.9,-,0.73%
2007/3/19,653.1,653.1,653.1,653.1,-,0.08%
2007/3/16,652.6,652.9,652.9,652.7,0.02K,1.07%
2007/3/15,645.7,645.7,645.7,645.7,-,0.75%
2007/3/14,640.9,640.9,640.9,640.9,0.01K,-1.03%
2007/3/13,647.6,647.6,647.6,647.6,0.02K,-0.12%
2007/3/12,648.4,648,648,648,0.01K,-0.25%
2007/3/9,650,648.5,649.2,648.5,0.32K,-0.52%
2007/3/8,653.4,653.4,653.4,653.4,-,0.43%
2007/3/7,650.6,650.6,650.6,650.6,0.01K,1.06%
2007/3/6,643.8,644.5,644.5,641.3,0.02K,1.12%
2007/3/5,636.7,640.2,640.2,640,0.02K,-0.75%
2007/3/2,641.5,641.5,641.5,641.5,0.02K,-3.14%
2007/3/1,662.3,673,673,673,0.00K,-1.06%
2007/2/28,669.4,665.6,674.5,662,0.01K,-2.12%
2007/2/27,683.9,684,687.7,668.5,0.15K,-0.38%
2007/2/26,686.5,684.6,687.6,683.8,0.10K,0.50%
2007/2/23,683.1,678.3,685.3,674,0.15K,0.54%
2007/2/22,679.4,676.5,679.3,676.5,0.34K,-0.12%
2007/2/21,680.2,660.4,682.3,657.5,0.03K,3.52%
2007/2/20,657.1,671,671,658.3,0.03K,-1.75%
2007/2/16,668.8,664.5,668.4,664.5,0.03K,0.22%
2007/2/15,667.3,668.5,668.5,663,0.09K,-0.01%
2007/2/14,667.4,666.7,672,666.7,0.17K,0.53%
2007/2/13,663.9,664.3,669,663.8,0.04K,0.20%
2007/2/12,662.6,664.3,665.9,661,0.07K,-0.73%
2007/2/9,667.5,659.1,669.5,658,0.13K,1.44%
2007/2/8,658,650,659.3,649.1,0.46K,0.87%
2007/2/7,652.3,654.8,655.5,650.4,0.16K,-0.20%
2007/2/6,653.6,648.2,659,648.1,0.17K,0.41%
2007/2/5,650.9,649,651,647,0.20K,0.73%
2007/2/2,646.2,655.7,659.3,642,0.45K,-1.70%
2007/2/1,657.4,652.9,661.5,652.6,1.20K,0.83%
2007/1/31,652,646.5,655.5,641.8,3.05K,1.21%
2007/1/30,644.2,643,647.5,640.8,25.82K,0.17%
2007/1/29,643.1,643.1,643.1,643.1,-,-0.22%
2007/1/26,644.5,644.5,644.5,644.5,0.00K,-0.51%
2007/1/25,647.8,647.8,647.8,647.8,-,0.03%
2007/1/24,647.6,640.3,640.3,640.3,0.00K,0.37%
2007/1/23,645.2,642.2,642.2,642.2,0.00K,1.88%
2007/1/22,633.3,633.3,633.3,633.3,-,-0.35%
2007/1/19,635.5,633.5,633.5,633.5,0.00K,1.34%
2007/1/18,627.1,627.1,627.1,627.1,-,-0.79%
2007/1/17,632.1,630.5,632.6,630.5,0.00K,1.20%
2007/1/16,624.6,624.6,624.6,624.6,0.00K,-0.14%
2007/1/12,625.5,616.2,616.2,616.2,0.00K,2.14%
2007/1/11,612.4,612.4,612.4,612.4,-,0.13%
2007/1/10,611.6,611.6,611.6,611.6,-,-0.24%
2007/1/9,613.1,607,607,607,0.00K,0.92%
2007/1/8,607.5,607.5,607.5,607.5,1.00K,0.43%
2007/1/5,604.9,623.7,623.7,617.3,0.53K,-3.05%
2007/1/4,623.9,624.5,624.5,624.5,0.00K,-0.51%
2007/1/3,627.1,640.4,640.4,628.5,0.04K,-1.28%
2007/1/2,635.2,635.2,635.2,635.2,-,0.00%
2006/12/29,635.2,635.2,635.2,635.2,-,0.17%
2006/12/28,634.1,627.1,627.1,626,0.02K,1.10%
2006/12/27,627.2,627.2,627.2,627.2,-,0.56%
2006/12/26,623.7,625.1,628,623,0.06K,0.74%
2006/12/22,619.1,619,619,618.7,0.12K,0.15%
2006/12/21,618.2,620.8,620.8,618,0.02K,-0.39%
2006/12/20,620.6,621.4,622.7,619.7,0.39K,-0.16%
2006/12/19,621.6,616.5,620.9,616.5,0.04K,1.24%
2006/12/18,614,614,616.5,612,0.06K,-0.16%
2006/12/15,615,625.5,627.7,613,0.12K,-1.85%
2006/12/14,626.6,628,628.5,627.5,0.04K,-0.21%
2006/12/13,627.9,632.5,632.5,624,0.08K,0.14%
2006/12/12,627,630.3,630.5,627.5,0.22K,-0.48%
2006/12/11,630,623,629.7,622.4,0.47K,0.62%
2006/12/8,626.1,633.3,636.5,626,0.10K,-0.92%
2006/12/7,631.9,628.3,632.5,625,0.32K,0.22%
2006/12/6,630.5,640.5,640.5,631,0.25K,-1.84%
2006/12/5,642.3,644.3,648,640.5,0.21K,-0.45%
2006/12/4,645.2,645.8,648,642.7,0.56K,0.08%
2006/12/1,644.7,645.7,649.5,643.7,0.73K,-0.34%
2006/11/30,646.9,635,648,635,2.33K,1.79%
2006/11/29,635.5,638.4,640.3,634.5,29.11K,-0.27%
2006/11/28,637.2,637.2,637.2,637.2,0.02K,-0.50%
2006/11/27,640.4,640.4,640.4,640.4,-,1.86%
2006/11/24,628.7,628.7,628.7,628.7,-,0.00%
2006/11/22,628.7,628.7,628.7,628.7,-,0.08%
2006/11/21,628.2,628.2,628.2,628.2,-,1.13%
2006/11/20,621.2,621.2,621.2,621.2,-,-0.05%
2006/11/17,621.5,617.5,617.5,617.5,0.01K,0.15%
2006/11/16,620.6,620.6,620.6,620.6,-,-0.31%
2006/11/15,622.5,622.5,622.5,622.5,0.00K,-0.21%
2006/11/14,623.8,623.8,623.8,623.8,-,-0.06%
2006/11/13,624.2,629,629,629,0.00K,-0.67%
2006/11/10,628.4,628.4,628.4,628.4,-,-1.04%
2006/11/9,635,617,617,617,0.00K,3.02%
2006/11/8,616.4,616.4,616.4,616.4,-,-1.49%
2006/11/7,625.7,625.7,625.7,625.7,-,-0.02%
2006/11/6,625.8,625.8,625.8,625.8,-,-0.18%
2006/11/3,626.9,626.9,626.9,626.9,-,0.24%
2006/11/2,625.4,625.4,625.4,625.4,-,1.43%
2006/11/1,616.6,612.5,612.5,612.5,0.01K,2.07%
2006/10/31,604.1,604.1,604.1,604.1,-,-0.10%
2006/10/30,604.7,608.5,608.9,608,0.01K,1.09%
2006/10/27,598.2,598.2,598.2,598.2,0.30K,0.23%
2006/10/26,596.8,595,595.5,595,0.03K,1.57%
2006/10/25,587.6,587.6,587.6,587.6,0.20K,0.55%
2006/10/24,584.4,576.5,576.5,576.5,0.50K,0.81%
2006/10/23,579.7,579.7,579.7,579.7,-,-2.24%
2006/10/20,593,597.5,597.5,597,0.00K,-1.00%
2006/10/19,599,588.9,588.9,588.7,0.10K,1.72%
2006/10/18,588.9,592.5,594,591.5,0.02K,-0.14%
2006/10/17,589.7,588.5,588.5,588.5,0.01K,-0.84%
2006/10/16,594.7,593.5,594.5,593.5,0.21K,1.00%
2006/10/13,588.8,585.5,585.5,585.5,0.01K,2.17%
2006/10/12,576.3,575,575,575,0.01K,0.70%
2006/10/11,572.3,578,578,578,0.00K,0.07%
2006/10/10,571.9,574.5,574.5,568,0.14K,-1.12%
2006/10/9,578.4,578,578,578,0.09K,1.05%
2006/10/6,572.4,572,572.5,560.5,0.02K,0.25%
2006/10/5,571,565.9,575,565.9,0.02K,1.60%
2006/10/4,562,573.9,576.1,561,4.58K,-2.48%
2006/10/3,576.3,591.9,591.9,580,0.16K,-3.58%
2006/10/2,597.7,598.9,604,598,0.11K,-0.15%
2006/9/29,598.6,605.1,605.1,595,0.66K,-1.06%
2006/9/28,605,597.7,606.2,597.7,8.71K,1.29%
2006/9/27,597.3,597.3,597.3,597.3,-,1.03%
2006/9/26,591.2,591.2,591.2,591.2,-,0.22%
2006/9/25,589.9,589.9,589.9,589.9,-,0.08%
2006/9/22,589.4,589.4,589.4,589.4,-,1.24%
2006/9/21,582.2,582.2,582.2,582.2,-,0.38%
2006/9/20,580,584,584,584,0.00K,0.55%
2006/9/19,576.8,576.8,576.8,576.8,-,-1.60%
2006/9/18,586.2,586.2,586.2,586.2,-,1.70%
2006/9/15,576.4,576.4,576.4,576.4,-,-0.50%
2006/9/14,579.3,579.3,579.3,579.3,-,-1.66%
2006/9/13,589.1,589.1,589.1,589.1,-,0.36%
2006/9/12,587,591,591,591,0.01K,-0.51%
2006/9/11,590,590,590,590,-,-3.22%
2006/9/8,609.6,609.6,609.6,609.6,-,-1.20%
2006/9/7,617,617,617,617,-,-2.60%
2006/9/6,633.5,633.5,633.5,633.5,0.10K,-0.78%
2006/9/5,638.5,638.5,638.5,638.5,0.02K,2.26%
2006/9/1,624.4,624.4,624.4,624.4,-,-0.24%
2006/8/31,625.9,625.9,625.9,625.9,-,1.33%
2006/8/30,617.7,615.6,618,614.7,0.03K,1.15%
2006/8/29,610.7,616.8,616.8,610.5,0.45K,-0.75%
2006/8/28,615.3,621.7,621.7,614,0.05K,-1.08%
2006/8/25,622,622.5,623.5,621.8,0.17K,0.40%
2006/8/24,619.5,621.6,624.5,618,0.04K,-0.67%
2006/8/23,623.7,626,628,623.2,0.02K,-0.14%
2006/8/22,624.6,626,628,623.5,0.02K,-0.18%
2006/8/21,625.7,613.6,626.5,613.6,0.12K,2.22%
2006/8/18,612.1,614.2,617,609,0.10K,-0.54%
2006/8/17,615.4,627.5,628.5,615.5,0.30K,-2.12%
2006/8/16,628.7,631,631,627,0.21K,1.00%
2006/8/15,622.5,625,625.5,622,0.12K,-0.95%
2006/8/14,628.5,629.9,629.9,626.2,0.15K,-0.79%
2006/8/11,633.5,638,642,626,0.60K,-0.22%
2006/8/10,634.9,650.2,651.3,634,0.13K,-2.40%
2006/8/9,650.5,645,654.5,638.5,0.07K,0.74%
2006/8/8,645.7,642.5,646.8,640,0.04K,-0.32%
2006/8/7,647.8,651.2,652,646.5,0.14K,0.59%
2006/8/4,644,646,653.5,643,0.10K,-0.14%
2006/8/3,644.9,651,651,638,0.43K,-1.03%
2006/8/2,651.6,645.8,656,644.7,0.41K,0.82%
2006/8/1,646.3,635.4,646.5,629.5,1.36K,1.91%
2006/7/31,634.2,634.2,638,627,3.18K,-0.09%
2006/7/28,634.8,632.5,636.6,625,27.65K,0.38%
2006/7/27,632.4,632.4,632.4,632.4,-,1.74%
2006/7/26,621.6,621.6,621.6,621.6,0.00K,0.65%
2006/7/25,617.6,617.6,617.6,617.6,-,0.80%
2006/7/24,612.7,612.7,612.7,612.7,-,-1.11%
2006/7/21,619.6,619.6,619.6,619.6,0.60K,-1.92%
2006/7/20,631.7,631.7,631.7,631.7,-,-1.54%
2006/7/19,641.6,641.6,641.6,641.6,-,2.12%
2006/7/18,628.3,628.3,628.3,628.3,-,-3.43%
2006/7/17,650.6,675.1,677,675.1,0.04K,-2.40%
2006/7/14,666.6,666.6,666.6,666.6,-,2.10%
2006/7/13,652.9,652.9,652.9,652.9,-,0.54%
2006/7/12,649.4,649.4,649.4,649.4,-,1.28%
2006/7/11,641.2,641.2,641.2,641.2,-,2.74%
2006/7/10,624.1,624.1,624.1,624.1,-,-1.37%
2006/7/7,632.8,632.8,632.8,632.8,-,-0.21%
2006/7/6,634.1,624,624,624,0.01K,1.08%
2006/7/5,627.3,627.3,627.3,627.3,0.09K,2.25%
2006/7/3,613.5,613.5,613.5,613.5,0.02K,0.00%
2006/6/30,613.5,609,614.5,609,-,4.60%
2006/6/29,586.5,586.5,586.5,586.5,0.10K,1.42%
2006/6/28,578.3,585.5,586,580,0.04K,-0.57%
2006/6/27,581.6,589,589,589,0.04K,-0.55%
2006/6/26,584.8,583,584,580,0.13K,0.00%
2006/6/23,584.8,579,584,577,0.02K,0.45%
2006/6/22,582.2,588,588,587,0.01K,-0.90%
